?Codigo;Descricao;Unidade
9900004448;LENCOL ISOL BORR CL4 910X910X4MM NST2 21;UN
9900004449;SINALIZ OBSTACULO FLASH AM 3V;UN
9900004453;PONTEIRO SEXT C/EMPUNH 16X 254MM;UN
9900004456;TESTADOR FASES VOLT C/ESC 1 16KV NTS8 21;UN
9900004481;SUPORTE JUMPER BY PASS 34 5KV 25X320MM;UN
9900004482;MASTRO ICAMENTO CARGA 1 83M 100 250DAN;UN
9900004483;COBERTURA ISOL CIRC 230X1800MM NTS02 21;UN
9900004509;LENCOL ISOL BORR CL0 330X800MM NTS002 21;UN
9900004686;SERRA LONGO ALCANCE HIDRAULICA;PEÇ
9900004799;VELA IGNICAO;UN
9900004815;KIT CONTENCAO EMERG AMBIENTAL ABSORV LIQ;KIT
9900004906;LENCOL ISOL BORR CL2 910X910X3MM NTS2 21;UN
9900004918;LANTERNA;BATERIA
9900005004;KIT COMPLETO MOTOSSERA ELÉTRICA 350mm;PEÇ
9900005031;COBERTURA PROT. CABO Ø25mm 26 4kV+PRES;UN
9900005506;FERRAMENTA POLUX;UN
9900005512;KIT TRIPE ESTABILIZADOR PARA POSTE;UN
9900005515;SUPORTE DESCIDA AO SOLO PONTO DE ANCORAG;PEÇ
9900005519;DINAMÔMETRO 500 DAN;PEÇ
9900005520;PRENSA TENSI CABO AÉREO (3X50 + 1X50MM²);PEÇ
9900005521;TENSIONADOR PARA CABO DE AÇO;PEÇ
9900005524;DINAMÔMETRO 3000 DAN;PEÇ
9900005525;PRENSA TENSI CABO AÉREO (3X95 + 1X50MM²);PEÇ
9900005526;PRENSA TENSI CABO AÉREO (3X150 + 1X50MM²;PEÇ
9900005528;SUPORTE GUIA PARA PONTO DE SUSPENSÃO;PEÇ
9900005529;CAVALETE HIDRÁULICO COM FREIO A DISCO;PEÇ
9900005530;FERRAMENTA PARA EXTRAÇÃO DO CABO DE AÇO;PEÇ
9900005531;CAMISA PUXAMENTO DE CABO AÇO CARBONO;PEÇ
9900005532;GUINCHO HIDRÁULICO;PEÇ
9900005533;GUINCHO MANUAL;PEÇ
9900005534;SUPORTE GUIA COM MÚLTIPLAS ROLDANAS;PEÇ
9900005535;SUPORTE GUIA COM DUAS ROLDANAS;PEÇ
9900005538;KIT DE PREPARAÇÃO DE CABOS 3X150 MM²;PEÇ
9900005541;CORDA DE POLIPROPILENO TRANÇADA 18 MM;PEÇ
9900007533;MOITAO 3 ROLD 1/2 POL CAPACIDADE 900KGF;PAR
9900007667;LUVA  PROTECAO  TATO SERVICO LEVE V;PAR
9900007851;TRANSFORMADOR TOROID NOJA RC10 1135;UN
9900008055;ISOLANTE PARA CABOS BT DE ATE 35mm²;PEÇ
9900008493;PINO DE ATERRAMENTO TEMPORÁRIO;NA
9900008526;FERRAMENTA HIDRAULICA MULTIFUNCIONAL;NA
9900008851;KIT DE INSERSOR (HASTE TERRA);PEÇ
9900008958;PLACA MED 2 POS SMF ENC ALU 776X300MM V2;UN
9900009307;Abraçadeira Porta Bandeira Simples;UN
9900009785;Bolsa para capacete;UN
9900010325;TALCO INDUSTRIAL;KG
9900010335;PRUMO;UN
9900010338;COBERTURA BORRACHA T MANGUEIRA 25 4x1372;UN
9900011049;DESEMPENADEIRA PLAST LISA 17x30CM;UN
9900011146;SABRE 30CM 1 1MM (STIHL);UN
9900011270;CORRENTE PARA MOTOSSERRA DUC 254 MAKITA;UN
9900011274;SABRE PARA MOTOSSERRA DUC 353 MAKITA;UN
9900011479;CABO CONC 0.6/1.0 1x10+6 C GSCC014/2 SUC;M
9900011909;PINO P/ ISOLADOR 25KV M16X300X100MM;UN
9900011910;PINO P/ ISOLADOR 25KV M16X206X35MM;UN
9900012009;Módulo SIM 01 NOJA;UN
9900012375;ARRASTADOR DE AÇO PARA MOTOPODA;UN
9900012376;RECOLHEDOR P FITA DE SINALIZAÇÃO;UN
9900012407;CAMISA SOCIAL TAM P MASCULINO;UN
9900012410;CONJUNTO RESGATE CESTO AÉREO;CJT
9900012418;"Ch. Fenda Isol. 3/16""X6""";UN
9900012421;"Ch. Fenda Isol. 5/16""X6""";UN
9900012422;"Ch. Philips Isol. 1/8""X3""";UN
9900012423;"Ch. Philips Isol. 1/4""X6""";UN
9900012425;CAMISA SOCIAL TAM M MASCULINO;UN
9900012426;CAMISA SOCIAL TAM G MASCULINO;UN
9900012427;CAMISA SOCIAL TAM GG MASCULINO;UN
9900012428;CAMISA SOCIAL TAM EXG MASCULINO;UN
9900012436;CAMISA SOCIAL TAM P FEMININO;UN
9900012437;CAMISA SOCIAL TAM G FEMININO;UN
9900012438;CAMISA SOCIAL TAM GG FEMININO;UN
9900012518;KIT de calibração completo para detetcor;UN
9900012519;Bomba Elétrica de Amostragem Altair;UN
9900012520;Linha de amostragem de 15 metros para ut;UN
9900012521;SUPORTE ELETRONICO CILINDRO MSA GALAXY S;PEÇ
9900012522;Carregador de Bateria Multiunidades ALTA;PEÇ
9900012527;CAMISETA MALHA FR  R2  ML  TAM P  ET HS;PEÇ
9900012531;CALÇA MALHA FR  RISCO 2  TAM P  ET HS 55;PEÇ
9900012532;CALÇA MALHA FR  RISCO 2  TAM M  ET HS 55;PEÇ
9900012534;CALÇA MALHA FR  RISCO 2  TAM GG  ET HS 5;PEÇ
9900012539;COLETE REFLETIVO  LARANJA  TAM P;PEÇ
9900012540;COLETE REFLETIVO  LARANJA  TAM M;PEÇ
9900012541;COLETE REFLETIVO  LARANJA  TAM G;PEÇ
9900012546;DETECTOR PRESEN CONT 20 80KV ET HS 81;UN
9900012547;BASTÃO SINALIZADOR ELETRÔNICO;UN
9900012548;JAQUETA FR  RISCO 2 TAM P;ET HS 55
9900012549;JAQUETA FR  RISCO 2 TAM M; ET HS 55
9900012550;JAQUETA FR  RISCO 2 TAM G; ET HS 55
9900012551;JAQUETA FR  RISCO2 TAM GG;ET HS 55
9900012552;JAQUETA FR  RISCO2 TAM XG;ET HS 55
9900012553;JAQUETA FR  RISCO2 TAM XXG;ET HS 55
9900012569;CORRENTE 28 CORTANTES MOTOPODA COMBUSTÃO;UN
9900012576;Plataformac/2 prancha fibra de vidro;UN
9900012586;FLIP CHART QUADRO BRANCO 90X60 MADEIRA;UN
9900012588;BOLSA PARA CINTO PARAQUEDISTA;UN
9900012602;PROTETOR AURICULAR TIPO PLUGUE  3 FLANGE;UN
9900012603;FITA IMANTADA PARA ROTA DE FUGA;UN
9900012604;CALÇA MALHA FR  RISCO 2  TAM G  ET HS 55;PEÇ
9900012646;CORDA POLIAMIDA 12MM 2500DAN;M
9900012647;CORDA POLIAMIDA D(10MM) PR PARA AMARRAÇÃ;M
9900012648;CORDA POLIPROPILENO D(10MM) LJ PARA AMAR;M
9900012649;CORDA POLIPROPILENO D(12MM) LJ PARA AMAR;M
9900012650;CORDA POLIPROPILENO D(16MM) LJ;M
9900012651;ESCADA FIBR VD SINGELA 4 645M 14 DEGRAUS;UN
9900012652;PROTET BORR MANGUEIRA C/ TERM 1900MM CL2;UN
9900013238;CAMISA SOCIAL SUPERVISOR MASCULINA XGG;UN
9900013269;GARRA SUPORTE TRAFO ACO CAR;PEÇ
9900013341;MARRETA ACO CAR FACE(2) 120MM 2KG;UN
9900013342;BAINHA DE COURO PROTECAO LAMINA SERRA;UN
9900013343;ALICATE DE CONECTOR PERFURANTE 4 SA?DAS;UN
9900013344;CAIXA DE CARGAS RESISTIVAS;UN
9900013348;COLETE BORRACHA CLASSE 1 TAM P  NTS 28;UN
9900013349;COLETE BORRACHA CLASSE 1 TAM M  NTS 28;UN
9900013350;COLETE BORRACHA CLASSE 1 TAM G  NTS 28;UN
9900013355;Bateria 240A Freedom DF4100;UN
9900013360;CJT 3 ELEM.TRANSF.MED.MT 20A  RECUPERADO;UN
9900013361;CJT 3ELEM.TRAN.MED.MT 200 600 RECUPERADO;UN
9900013405;Trip capacitivo Tensão 125Vcc;UN
9900013411;Cc07 11 – Cabo De Controle   Rc10 NOJA;UN
9900013487;CAMISA SOCIAL TAM XG MASCULINO;UN
9900013488;CAMISA SOCIAL TAM M FEMININO;UN
9900013543;CAMISA SOCIAL TAM EXGG MASCULINO;UN
9900013544;CAMISA SOCIAL TAM EXG FEMININO;UN
9900013557;REGISTRADOR DE NÍVEL DE TENSÃO PQ 300;UN
9900013852;KIT FERRAMENTA HIBRIDA  HUBIX;KIT
9900013856;DETECTOR BT UNITAG  PENTA;PEÇ
9900013860;CAMISA SOCIAL TAM XXG MASCULINO;UN
9900013869;PINO ROSCA CHUMBO 25/35KV 224MM ;UN
9900013885;QUALIMETRO ANALISADOR;UN
9900013916;ISOTONICO;UN
9900013925;JAQUETA UNISSEX TAM P;UN
9900013926;JAQUETA UNISSEX TAM M;UN
9900013927;JAQUETA UNISSEX TAM G;UN
9900013928;JAQUETA UNISSEX TAM GG;UN
9900013929;JAQUETA UNISSEX TAM XG;UN
9900013930;JAQUETA UNISSEX TAM EXG;UN
990191;DISJUNTOR 4P BT 280 350A/C/50 GSCL003/31;PEÇ
990226;QDP FIBRA BARRAMENT 407A 16 240MM2 ET897;PEÇ
990243;PARA RAIOS DH T POL 12KV E GSCC016/03;PEÇ
990254;EMENDA 12/20KV (24) 95 240MM GSC004/4;PEÇ
990257;CONEC PERF AL CU 50 150 2 5 35 GSCC020/9;PEÇ
990293;ISOL.ANC 24kV CS70CT125/900 425 GSCC10/1;PEÇ
990323;CABO CONCENTR 0.6/1.0 1x6+6C GSCC014/01;M
990342;CABO CONCENTR 0.6/1.0 2x16+10C GSCC014/6;M
990343;CABO CONCENTR 0.6/1.0 2x10+6C GSCC014/5;M
990345;CABO CONCENTR 0.6/1.0 1x16+10C GSCC014/3;M
990346;CABO CONCENTR 0.6/1.0 1x10+6 C GSCC014/2;M
990362;TP EXT 13 8 11 4 0 11kV 250VA GSCT4/31;PEÇ
990363;DUTO LISO PEAD 63MM PM Br 65121;M
990365;DUTO LISO PEAD 200MM PM Br 65121;M
9900013931;JAQUETA UNISSEX TAM XGG AM XGG;UN
9900013932;JAQUETA UNISSEX TAM XXG AM XXG;UN
